Datetime,Close,High,Low,Open,Volume
2025-08-31 16:00:00,109117.99,109118.0,108880.0,108930.0,190.53944
2025-08-31 17:00:00,109037.29,109118.0,108957.12,109118.0,156.22084
2025-08-31 18:00:00,108900.46,109230.0,108758.37,109037.3,245.89578
2025-08-31 19:00:00,108246.35,108917.36,108076.93,108900.45,697.48233
2025-08-31 20:00:00,108222.37,108406.18,107631.68,108246.36,1078.8221
2025-08-31 21:00:00,108150.24,108482.98,107968.09,108222.37,471.21562
2025-08-31 22:00:00,107617.05,108197.67,107425.42,108150.24,869.81682
2025-08-31 23:00:00,107660.01,107769.94,107393.0,107617.05,786.48643
2025-09-01 00:00:00,107409.1,107759.99,107279.51,107660.0,645.82838
2025-09-01 01:00:00,107866.12,107987.4,107255.0,107409.09,547.79285
2025-09-01 02:00:00,108064.75,108128.0,107594.42,107866.13,384.59049
2025-09-01 03:00:00,109432.99,109432.99,107984.79,108064.76,1325.96108
2025-09-01 04:00:00,109590.0,109820.02,109424.0,109432.99,1103.75653
2025-09-01 05:00:00,109524.12,109912.4,109485.57,109590.0,513.50327
2025-09-01 06:00:00,108571.41,109535.32,108186.41,109524.13,948.82778
2025-09-01 07:00:00,108782.88,108857.35,108464.0,108571.42,545.20367
2025-09-01 08:00:00,109108.27,109165.47,108635.39,108782.89,636.3452
2025-09-01 09:00:00,109023.61,109520.0,108936.44,109108.27,725.12306
2025-09-01 10:00:00,109146.6,109332.28,108824.82,109023.61,490.85432
2025-09-01 11:00:00,108784.33,109373.1,108566.0,109146.59,414.02255
2025-09-01 12:00:00,108774.23,109096.0,108653.09,108784.33,374.40601
2025-09-01 13:00:00,108927.61,108953.82,108391.3,108774.23,570.88854
2025-09-01 14:00:00,109240.0,109267.22,108921.17,108927.61,346.10668
2025-09-01 15:00:00,109217.64,109329.65,109160.27,109240.0,261.74926
2025-09-01 16:00:00,108877.38,109217.65,108284.0,109217.65,873.53022
2025-09-01 17:00:00,107800.8,108939.42,107459.49,108877.39,917.91242
2025-09-01 18:00:00,108444.96,108500.04,107588.01,107800.8,517.76894
2025-09-01 19:00:00,109237.42,109442.95,108428.45,108444.96,703.08997
2025-09-01 20:00:00,109040.36,109337.64,108883.8,109237.43,552.10707
2025-09-01 21:00:00,109313.0,109611.11,108993.0,109040.36,616.57671
2025-09-01 22:00:00,110246.01,110272.06,109171.78,109313.0,1081.14032
2025-09-01 23:00:00,110322.18,110623.97,110060.12,110246.0,916.19598
2025-09-02 00:00:00,110310.56,110420.0,110143.62,110322.19,492.48149
2025-09-02 01:00:00,110209.32,110337.06,110045.01,110310.56,359.35463
2025-09-02 02:00:00,110376.63,110610.5,110173.96,110209.33,596.39606
2025-09-02 03:00:00,110233.92,110400.0,110000.0,110376.63,504.4839
2025-09-02 04:00:00,110360.0,110711.1,110052.27,110233.91,557.03627
2025-09-02 05:00:00,110450.56,110699.58,110256.94,110360.01,476.55196
2025-09-02 06:00:00,110246.0,110477.85,110128.13,110450.56,410.87869
2025-09-02 07:00:00,109733.34,110255.17,109563.87,110246.0,1017.54899
2025-09-02 08:00:00,108795.99,109836.34,108393.39,109733.33,1297.32717
2025-09-02 09:00:00,111149.99,111275.93,108733.88,108796.0,2481.2087
2025-09-02 10:00:00,111360.01,111771.52,110780.61,111149.99,1925.30316
2025-09-02 11:00:00,110829.17,111540.3,110628.85,111360.0,1065.05414
2025-09-02 12:00:00,110785.85,111119.58,110469.7,110829.16,928.68032
2025-09-02 13:00:00,110914.0,111050.0,110628.85,110785.85,702.01172
2025-09-02 14:00:00,110646.47,110945.3,110200.0,110914.01,506.68111
2025-09-02 15:00:00,110806.0,110840.0,110441.42,110646.47,447.85722
2025-09-02 16:00:00,111418.49,111419.18,110716.77,110806.01,585.42846
2025-09-02 17:00:00,111129.57,111538.17,111129.57,111418.49,356.26128
2025-09-02 18:00:00,111259.99,111260.0,110870.27,111129.58,374.87092
2025-09-02 19:00:00,111240.01,111271.13,111017.79,111260.0,258.85129
2025-09-02 20:00:00,111339.98,111782.21,111240.01,111240.01,992.20281
2025-09-02 21:00:00,111176.94,111404.77,110901.06,111339.98,454.81663
2025-09-02 22:00:00,111372.0,111484.05,111029.43,111176.93,424.89931
2025-09-02 23:00:00,111054.01,111411.24,110892.14,111372.0,391.69818
2025-09-03 00:00:00,111020.68,111151.99,110836.48,111054.0,269.26802
